months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,total_claims,days_as_customer,high_risk
212,35,4/29/90,IN,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,video-games,unmarried,1/21/15,Multi-vehicle Collision,Front Collision,3,Fire,NY,Columbus,4119 Texas St,0,3,?,1,3,?,50380,4580,4580,41220,Suburu,Forrestor,1996,N,50380,9033,0
290,45,2/1/98,IL,100/300,500,1085.03,0,FEMALE,JD,sales,cross-fit,wife,3/1/15,Multi-vehicle Collision,Side Collision,3,Police,VA,Arlington,4347 2nd Ridge,23,3,YES,2,2,NO,64800,12960,6480,45360,Audi,A3,2014,Y,64800,6237,1
299,42,7/20/08,OH,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,movies,wife,2/24/15,Single Vehicle Collision,Rear Collision,1,Other,SC,Columbus,1091 1st Drive,13,1,YES,1,3,NO,70400,12800,12800,44800,BMW,3 Series,2000,N,70400,2410,1
66,26,11/13/98,IL,250/500,1000,988.29,0,MALE,College,armed-forces,skydiving,own-child,2/2/15,Single Vehicle Collision,Rear Collision,2,Police,NY,Northbend,8203 Lincoln Ave,8,1,?,2,2,YES,57860,0,10520,47340,Suburu,Impreza,2008,Y,57860,5925,0
334,47,5/24/01,IL,500/1000,500,1238.89,0,MALE,Masters,protective-serv,sleeping,other-relative,1/31/15,Vehicle Theft,?,1,Unknown,WV,Northbend,9154 MLK Hwy,3,1,?,0,3,NO,6240,960,960,4320,Ford,Fusion,2011,N,6240,5000,0
216,38,6/3/14,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,board-games,unmarried,1/9/15,Single Vehicle Collision,Rear Collision,3,Police,VA,Columbus,5780 4th Ave,16,1,?,2,3,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012,Y,66600,220,1
86,28,8/22/91,IN,100/300,2000,1595.07,0,MALE,PhD,transport-moving,hiking,unmarried,2/23/15,Single Vehicle Collision,Side Collision,1,Police,VA,Hillsdale,6945 Texas Hwy,19,1,YES,0,2,YES,70920,11820,11820,47280,Jeep,Wrangler,2002,N,70920,8586,1
429,56,12/12/98,OH,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,skydiving,own-child,1/28/15,Single Vehicle Collision,Rear Collision,1,Ambulance,WV,Springfield,5639 1st Ridge,0,1,YES,2,0,YES,39480,6580,6580,26320,Suburu,Forrestor,2002,N,39480,5891,0
257,43,2/18/99,IN,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,base-jumping,husband,1/14/15,Single Vehicle Collision,Front Collision,3,Other,VA,Arlington,3834 Pine St,12,1,?,2,2,YES,63240,10540,5270,47430,Mercedes,E400,2005,N,63240,5809,1
15,34,10/30/97,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,cross-fit,not-in-family,2/3/15,Multi-vehicle Collision,Side Collision,3,Other,SC,Arlington,1358 Maple St,21,3,YES,1,0,?,67650,12300,6150,49200,Audi,A5,2009,N,67650,6305,1
230,39,11/29/99,IL,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,bungie-jumping,unmarried,2/17/15,Single Vehicle Collision,Front Collision,2,Fire,SC,Riverwood,7460 Apache Lane,0,1,?,1,3,NO,74200,14840,14840,44520,Accura,TL,2002,Y,74200,5559,1
250,43,7/7/13,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,polo,own-child,1/30/15,Single Vehicle Collision,Side Collision,1,Other,VA,Columbus,5771 Sky Ave,22,1,YES,1,3,NO,64900,12980,12980,38940,Volkswagen,Jetta,2011,N,64900,572,1
270,44,7/5/03,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,paintball,other-relative,2/3/15,Multi-vehicle Collision,Rear Collision,2,Ambulance,NC,Northbend,2865 Maple Lane,20,3,?,1,0,NO,35900,7180,3590,25130,Audi,A3,2007,Y,35900,4231,0
65,26,9/21/05,IN,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,camping,unmarried,2/3/15,Single Vehicle Collision,Rear Collision,1,Fire,VA,Riverwood,8940 Elm Ave,0,1,NO,1,3,?,52200,5220,10440,36540,Honda,CRV,2011,N,52200,3422,0
475,57,2/18/95,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,skydiving,own-child,1/31/15,Single Vehicle Collision,Front Collision,1,Police,SC,Hillsdale,1215 Pine Hwy,20,1,?,0,2,NO,78000,6500,13000,58500,Suburu,Forrestor,2000,N,78000,7287,1
77,27,4/7/99,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,own-child,2/6/15,Multi-vehicle Collision,Front Collision,1,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,YES,0,0,?,67200,6720,6720,53760,Volkswagen,Passat,1995,N,67200,5784,1
256,43,12/13/14,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,golf,unmarried,2/6/15,Single Vehicle Collision,Rear Collision,3,Fire,WV,Hillsdale,8834 Elm Drive,11,1,NO,0,0,?,63250,11500,5750,46000,Nissan,Ultima,1997,N,63250,55,1
229,37,6/1/97,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,paintball,not-in-family,1/29/15,Multi-vehicle Collision,Side Collision,2,Other,WV,Columbus,8542 Lincoln Ridge,14,3,YES,1,1,YES,68760,11460,5730,51570,Ford,Fusion,1995,N,68760,6451,1
110,28,7/13/13,OH,250/500,1000,1573.93,0,MALE,College,other-service,movies,other-relative,1/7/15,Multi-vehicle Collision,Side Collision,1,Police,NY,Springfield,9397 Francis St,20,3,YES,0,2,?,65040,10840,10840,43360,Suburu,Impreza,2010,N,65040,543,1
177,33,12/30/02,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,yachting,wife,1/20/15,Single Vehicle Collision,Side Collision,2,Ambulance,SC,Springfield,4907 Andromedia Drive,22,1,?,1,3,?,82800,20700,13800,48300,Jeep,Grand Cherokee,2004,Y,82800,4404,1
292,44,2/28/97,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,basketball,unmarried,2/28/15,Single Vehicle Collision,Side Collision,3,Other,SC,Columbus,4429 Washington St,12,1,NO,1,0,YES,61700,6170,6170,49360,Saab,93,2005,N,61700,6574,1
451,61,6/18/98,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,polo,unmarried,2/4/15,Multi-vehicle Collision,Rear Collision,2,Ambulance,OH,Columbus,2651 MLK Lane,3,3,YES,2,1,YES,78100,15620,7810,54670,Chevrolet,Tahoe,1997,Y,78100,6075,1
61,24,2/8/96,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,paintball,other-relative,1/12/15,Multi-vehicle Collision,Rear Collision,2,Ambulance,SC,Northbend,2942 1st Lane,15,3,YES,2,1,?,65520,9360,9360,46800,Toyota,Highlander,2011,Y,65520,6913,1
150,30,11/17/04,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,polo,own-child,2/28/15,Parked Car,?,0,Unknown,VA,Arlington,6317 Best St,8,1,YES,0,2,NO,4500,450,450,3600,Saab,93,1999,N,4500,3755,0
283,41,10/25/12,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,reading,own-child,1/8/15,Multi-vehicle Collision,Side Collision,2,Other,WV,Northbend,1555 Washington Lane,13,3,NO,0,2,?,42700,0,6100,36600,Mercedes,ML350,2011,Y,42700,805,0
291,46,4/13/06,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,polo,own-child,1/25/15,Parked Car,?,1,Police,SC,Hillsdale,1919 4th Lane,8,1,NO,2,2,YES,5580,620,620,4340,Volkswagen,Passat,2005,Y,5580,3209,0
162,31,2/21/06,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,chess,wife,2/26/15,Parked Car,?,1,Unknown,NC,Arlington,5480 3rd Ridge,7,1,?,0,0,NO,3600,360,720,2520,BMW,X5,2013,Y,3600,3292,0
154,36,12/17/03,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,dancing,own-child,2/3/15,Vehicle Theft,?,0,Unknown,SC,Northbrook,8864 Tree Ridge,9,1,?,2,0,?,2800,280,280,2240,Volkswagen,Passat,2015,N,2800,4066,0
289,47,7/31/99,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,hiking,own-child,1/31/15,Single Vehicle Collision,Front Collision,1,Ambulance,VA,Northbend,2777 Solo Drive,15,1,NO,1,0,YES,54000,6000,6000,42000,Toyota,Highlander,1996,N,54000,5663,0
10,19,8/5/14,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,yachting,wife,2/1/15,Single Vehicle Collision,Side Collision,1,Police,NC,Northbend,9929 Rock Drive,5,1,?,0,2,?,48950,4450,8900,35600,Accura,TL,2011,Y,48950,180,0
309,47,6/5/11,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,hiking,other-relative,2/21/15,Multi-vehicle Collision,Rear Collision,2,Other,WV,Northbend,4143 Maple Ridge,15,4,YES,0,1,?,77800,15560,15560,46680,Dodge,RAM,2002,N,77800,1357,1
396,57,10/11/92,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,exercise,other-relative,1/30/15,Multi-vehicle Collision,Front Collision,2,Other,NC,Columbus,7121 Rock St,22,3,YES,2,1,NO,52560,11680,5840,35040,Saab,93,1995,N,52560,8146,0
273,41,2/17/10,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,dancing,own-child,1/31/15,Multi-vehicle Collision,Side Collision,3,Police,VA,Riverwood,9067 Texas Ave,16,2,?,1,2,YES,44110,4010,8020,32080,Honda,Accord,2015,N,44110,1809,0
129,30,5/6/07,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,video-games,husband,1/13/15,Single Vehicle Collision,Front Collision,3,Other,SC,Hillsdale,9245 Weaver Ridge,7,1,NO,1,3,?,74360,13520,6760,54080,Suburu,Forrestor,2009,N,74360,2809,1
140,31,5/1/97,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,wife,2/16/15,Parked Car,?,1,Unknown,WV,Arlington,4585 Francis Ave,2,1,YES,1,2,?,6120,680,680,4760,Honda,Civic,2002,Y,6120,6500,0
419,53,1/28/98,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,chess,unmarried,2/4/15,Multi-vehicle Collision,Side Collision,1,Police,SC,Northbend,6738 Francis Hwy,17,4,?,0,0,YES,62280,5190,10380,46710,Suburu,Forrestor,2012,N,62280,6216,1
315,44,5/5/93,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,reading,other-relative,2/7/15,Multi-vehicle Collision,Front Collision,3,Other,NY,Springfield,7576 Pine Ridge,12,3,?,1,0,YES,26730,4860,4860,17010,Volkswagen,Jetta,2006,N,26730,7948,0
72,29,8/6/94,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,exercise,own-child,1/16/15,Single Vehicle Collision,Rear Collision,2,Ambulance,WV,Arlington,9105 Tree Lane,9,1,?,1,0,NO,66200,6620,6620,52960,Dodge,Neon,2013,N,66200,7468,1
32,26,11/14/14,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,not-in-family,2/28/15,Single Vehicle Collision,Side Collision,3,Fire,VA,Northbrook,2299 Britain Drive,16,1,?,1,2,?,45500,9100,4550,31850,Toyota,Corolla,2009,N,45500,106,0
230,41,12/14/91,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,sleeping,own-child,2/8/15,Multi-vehicle Collision,Side Collision,1,Ambulance,NY,Springfield,1914 Francis St,19,3,?,2,0,?,53040,4420,4420,44200,Audi,A3,2006,N,53040,8457,0
157,32,10/21/09,OH,100/300,2000,617.11,0,MALE,College,other-service,reading,other-relative,1/2/15,Multi-vehicle Collision,Front Collision,2,Other,VA,Columbus,6658 Weaver St,14,3,?,1,2,NO,50800,10160,5080,35560,Mercedes,E400,2013,Y,50800,1899,0
265,41,9/29/97,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,sleeping,own-child,1/13/15,Multi-vehicle Collision,Side Collision,3,Police,SC,Northbend,1985 5th Ave,18,3,?,1,3,?,44200,4420,4420,35360,Audi,A5,2014,N,44200,6315,0
47,34,12/31/03,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,1/7/15,Single Vehicle Collision,Front Collision,1,Police,SC,Springfield,1707 Sky Ave,23,1,YES,1,3,?,62920,11440,5720,45760,Chevrolet,Malibu,2012,N,62920,4025,1
113,29,1/1/08,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,golf,not-in-family,1/5/15,Multi-vehicle Collision,Rear Collision,1,Other,NY,Springfield,6456 Andromedia Drive,15,3,?,0,2,YES,49950,5550,5550,38850,Nissan,Ultima,2004,Y,49950,2561,0
289,46,5/31/04,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,unmarried,2/28/15,Single Vehicle Collision,Rear Collision,1,Ambulance,NC,Arlington,5649 Texas Ave,18,1,YES,0,1,YES,56430,6270,6270,43890,BMW,3 Series,1995,Y,56430,3925,0
254,41,12/18/13,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,board-games,own-child,1/4/15,Single Vehicle Collision,Front Collision,1,Police,NY,Riverwood,1220 MLK Ave,16,1,NO,2,2,YES,88400.65,18220,18220,63770,Audi,A5,2014,N,100210,382,1
115,30,8/24/00,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,wife,2/2/15,Multi-vehicle Collision,Front Collision,1,Fire,NY,Northbend,1589 Pine St,12,3,NO,1,0,YES,49140,5460,5460,38220,Ford,F150,2007,N,49140,5275,0
236,38,10/14/92,OH,250/500,1000,802.24,0,FEMALE,College,other-service,paintball,not-in-family,2/23/15,Single Vehicle Collision,Side Collision,2,Ambulance,WV,Northbrook,8906 Elm Lane,16,1,NO,0,1,?,66840,16710,5570,44560,Mercedes,E400,2014,N,66840,8167,1
7,21,11/16/91,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,camping,wife,2/10/15,Single Vehicle Collision,Front Collision,3,Other,NY,Hillsdale,2654 Elm Drive,21,1,?,1,2,?,62460,6940,6940,48580,Honda,Accord,2003,N,62460,8487,1
208,36,10/8/95,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,base-jumping,wife,2/16/15,Multi-vehicle Collision,Side Collision,3,Other,NY,Columbus,6681 Texas Ridge,15,3,YES,0,1,?,62810,11420,11420,39970,Nissan,Ultima,1999,N,62810,7071,1
126,33,10/28/07,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,sleeping,own-child,1/4/15,Single Vehicle Collision,Front Collision,2,Ambulance,WV,Northbrook,7782 Rock St,21,1,YES,1,2,?,54160,6770,6770,40620,Suburu,Legacy,2009,N,54160,2625,0
48,35,5/16/08,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,golf,unmarried,1/30/15,Single Vehicle Collision,Rear Collision,2,Ambulance,WV,Arlington,9286 Oak Ave,1,1,YES,0,2,NO,48400,9680,4840,33880,Saab,92x,2005,N,48400,2450,0
297,48,6/22/09,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,golf,other-relative,1/25/15,Multi-vehicle Collision,Side Collision,3,Fire,NY,Arlington,8758 5th St,17,3,?,0,0,NO,51480,5720,5720,40040,Toyota,Highlander,2013,N,51480,2043,0
160,36,5/10/12,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,board-games,husband,1/22/15,Multi-vehicle Collision,Rear Collision,3,Fire,NY,Columbus,7281 Maple Hwy,5,3,NO,2,1,NO,51700,5170,10340,36190,Saab,95,2003,N,51700,987,0
406,58,10/2/03,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,video-games,own-child,1/1/15,Multi-vehicle Collision,Front Collision,3,Other,WV,Northbend,7571 Elm Ridge,15,3,?,1,2,?,65520,10920,5460,49140,Volkswagen,Jetta,2009,N,65520,4109,1
157,31,8/2/90,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,reading,own-child,2/14/15,Multi-vehicle Collision,Rear Collision,2,Other,OH,Arlington,6738 Washington Hwy,2,4,NO,2,2,NO,47700,4770,9540,33390,Accura,TL,2011,Y,47700,8962,0
146,31,9/16/97,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,1/15/15,Vehicle Theft,?,1,Unknown,SC,Northbend,4188 Britain Ave,3,1,YES,2,0,NO,5220,580,580,4060,Accura,MDX,2015,N,5220,6330,0
409,57,7/29/95,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,exercise,unmarried,1/6/15,Single Vehicle Collision,Side Collision,2,Other,NY,Riverwood,6934 Lincoln Ave,19,1,NO,1,0,?,73320,6110,12220,54990,Ford,Fusion,2012,N,73320,7101,1
252,46,9/6/05,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,dancing,wife,2/8/15,Single Vehicle Collision,Front Collision,1,Fire,VA,Hillsdale,6390 Apache St,17,1,YES,0,2,YES,74900,14980,7490,52430,Jeep,Grand Cherokee,2003,N,74900,3442,1
6,27,8/5/92,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,dancing,unmarried,2/17/15,Vehicle Theft,?,0,Police,WV,Columbus,7615 Weaver Drive,7,1,?,0,1,YES,3190,580,290,2320,Saab,95,2015,N,3190,8231,0
103,33,1/22/93,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,exercise,own-child,1/21/15,Single Vehicle Collision,Rear Collision,1,Ambulance,NY,Columbus,6409 Cherokee Drive,21,1,NO,1,0,YES,76920,12820,6410,57690,Chevrolet,Malibu,2002,N,76920,8034,1
369,53,5/20/95,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,video-games,not-in-family,2/9/15,Multi-vehicle Collision,Front Collision,3,Police,WV,Springfield,1123 5th Lane,10,2,YES,1,3,NO,77990,7090,14180,56720,Jeep,Wrangler,2012,N,77990,7205,1
261,46,9/24/92,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,base-jumping,own-child,2/12/15,Single Vehicle Collision,Front Collision,3,Fire,NY,Columbus,5168 5th Ave,11,1,YES,1,0,?,59670,9180,9180,41310,Ford,Escape,2008,N,59670,8176,1
159,33,7/20/07,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,skydiving,husband,2/24/15,Multi-vehicle Collision,Rear Collision,2,Ambulance,NY,Columbus,3697 Apache Drive,23,3,YES,2,0,NO,44880,8160,4080,32640,Mercedes,C300,2004,Y,44880,2776,0
344,51,4/28/92,IN,100/300,2000,1398.46,0,MALE,Associate,sales,skydiving,other-relative,2/2/15,Single Vehicle Collision,Side Collision,1,Ambulance,NC,Northbend,1910 Sky Ave,14,1,?,0,2,NO,82830,7530,15060,60240,Audi,A5,2004,N,82830,8315,1
437,60,1/19/98,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,cross-fit,unmarried,2/14/15,Single Vehicle Collision,Front Collision,1,Other,SC,Riverwood,8954 Apache Lane,10,1,NO,1,3,NO,84480,7680,15360,61440,Chevrolet,Silverado,2012,Y,84480,6235,1
65,30,9/8/09,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,skydiving,wife,2/15/15,Multi-vehicle Collision,Side Collision,3,Fire,WV,Hillsdale,3110 Lincoln Lane,6,3,?,2,3,NO,79800,15960,7980,55860,Honda,Civic,1999,N,79800,1986,1
280,41,12/18/94,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,exercise,husband,2/28/15,Multi-vehicle Collision,Rear Collision,1,Police,WV,Arlington,6035 Rock Ave,10,3,?,0,3,YES,53020,9640,9640,33740,Toyota,Corolla,1999,N,53020,7377,0
269,45,8/23/96,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,sleeping,wife,1/18/15,Multi-vehicle Collision,Side Collision,3,Police,VA,Hillsdale,2220 1st Lane,5,3,?,0,0,NO,24200,2200,4400,17600,Suburu,Forrestor,2008,N,24200,6722,0
275,40,11/20/91,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,camping,unmarried,1/6/15,Single Vehicle Collision,Rear Collision,1,Fire,OH,Riverwood,4972 Francis Lane,17,1,?,1,3,YES,43230,7860,7860,27510,Chevrolet,Silverado,2001,N,43230,8448,0
265,45,10/28/98,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,cross-fit,unmarried,1/19/15,Vehicle Theft,?,0,Unknown,NC,Springfield,6957 Weaver Drive,3,1,NO,2,3,NO,3190,290,580,2320,Ford,Escape,1995,N,3190,5927,0
283,43,7/14/97,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,polo,not-in-family,1/17/15,Parked Car,?,1,Unknown,WV,Northbrook,1512 Rock Lane,9,1,?,0,3,NO,5850,1300,650,3900,BMW,M5,2006,N,5850,6396,0
84,29,4/9/03,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,video-games,not-in-family,2/12/15,Parked Car,?,0,Police,SC,Arlington,3693 Pine Ave,6,1,YES,2,0,YES,6820,620,1240,4960,BMW,3 Series,2005,N,6820,4327,0
247,44,2/4/92,OH,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,camping,not-in-family,2/11/15,Multi-vehicle Collision,Front Collision,1,Fire,NY,Riverwood,9879 Apache Drive,22,3,NO,2,2,NO,69480,11580,11580,46320,Chevrolet,Tahoe,2008,N,69480,8408,1
56,29,6/29/06,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,movies,own-child,2/21/15,Multi-vehicle Collision,Front Collision,2,Fire,PA,Northbend,2494 Andromedia Drive,10,3,?,1,2,YES,88400.65,7880,15760,70920,Jeep,Grand Cherokee,1995,N,94560,3159,1
210,39,6/21/97,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,paintball,unmarried,1/2/15,Vehicle Theft,?,1,Unknown,NC,Riverwood,4615 Embaracadero Ave,4,1,YES,1,2,?,7800,780,780,6240,Dodge,RAM,1997,N,7800,6404,0
108,32,9/7/06,OH,500/1000,2000,1257,4000000,FEMALE,High School,machine-op-inspct,basketball,unmarried,1/11/15,Single Vehicle Collision,Front Collision,3,Other,WV,Northbrook,1929 Britain Drive,23,1,NO,1,3,NO,61270,5570,11140,44560,Suburu,Legacy,1999,N,61270,3048,1
328,49,10/1/01,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,bungie-jumping,wife,2/23/15,Single Vehicle Collision,Rear Collision,3,Police,NY,Riverwood,5051 Elm St,19,1,?,0,2,YES,71440,8930,8930,53580,Mercedes,ML350,2005,N,71440,4893,1
186,37,2/20/09,OH,250/500,2000,1628,0,FEMALE,JD,priv-house-serv,exercise,unmarried,1/28/15,Single Vehicle Collision,Rear Collision,3,Ambulance,NY,Hillsdale,9910 Maple Ave,22,1,YES,1,2,YES,55600,11120,5560,38920,Jeep,Grand Cherokee,2009,N,55600,2168,0
277,44,6/26/01,IN,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,board-games,unmarried,2/1/15,Vehicle Theft,?,0,Police,NC,Riverwood,5602 Britain St,6,1,NO,1,3,NO,5000,1000,500,3500,Jeep,Wrangler,2005,N,5000,4968,0
138,33,1/18/97,IL,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,paintball,own-child,2/24/15,Single Vehicle Collision,Side Collision,1,Other,NY,Springfield,6889 Cherokee St,6,1,NO,2,0,?,88400.65,14740,14740,66330,BMW,X5,2007,N,95810,6611,1
208,41,6/24/14,IN,100/300,1000,1134.68,0,FEMALE,College,tech-support,chess,husband,1/20/15,Single Vehicle Collision,Rear Collision,2,Ambulance,SC,Northbend,3926 Rock Lane,18,1,NO,2,2,?,69300,6930,13860,48510,Volkswagen,Jetta,1996,N,69300,210,1
147,37,10/2/92,IN,250/500,1000,1306.78,0,MALE,MD,prof-specialty,video-games,other-relative,1/14/15,Single Vehicle Collision,Front Collision,3,Ambulance,SC,Northbend,6717 Best Drive,22,1,?,1,0,NO,81120,13520,20280,47320,Toyota,Camry,1995,N,81120,8139,1
8,21,10/9/12,IN,500/1000,500,1021.9,0,MALE,High School,handlers-cleaners,hiking,husband,2/5/15,Single Vehicle Collision,Front Collision,2,Other,WV,Columbus,6117 4th Ave,21,1,?,0,0,?,88400.65,14040,14040,63180,Toyota,Corolla,2012,N,91260,849,1
297,48,2/10/93,IN,100/300,1000,1538.6,0,FEMALE,MD,other-service,kayaking,wife,1/11/15,Single Vehicle Collision,Side Collision,1,Fire,SC,Northbend,2668 Cherokee St,12,1,?,0,0,?,60600,6060,12120,42420,Ford,Fusion,2004,N,60600,8005,1
150,31,9/28/94,IN,500/1000,1000,1354.5,0,MALE,Masters,machine-op-inspct,base-jumping,husband,1/2/15,Multi-vehicle Collision,Front Collision,2,Ambulance,NY,Arlington,6838 Flute Lane,6,3,?,0,3,YES,64800,6480,12960,45360,Suburu,Forrestor,2000,Y,64800,7401,1
4,34,5/24/03,OH,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,basketball,other-relative,2/12/15,Multi-vehicle Collision,Side Collision,2,Police,WV,Northbrook,6583 MLK Ridge,0,4,?,0,0,?,66880,6080,12160,48640,Chevrolet,Silverado,1996,Y,66880,4282,1
210,35,12/25/91,IL,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,cross-fit,not-in-family,1/3/15,Single Vehicle Collision,Front Collision,3,Ambulance,WV,Arlington,6492 4th Lane,11,1,NO,0,2,?,58200,5820,5820,46560,BMW,X5,2013,N,58200,8410,1
91,31,9/18/99,IN,100/300,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,polo,own-child,2/25/15,Single Vehicle Collision,Side Collision,1,Police,NC,Hillsdale,7299 Apache St,19,1,?,1,0,NO,60570,6730,6730,47110,Nissan,Maxima,2011,N,60570,5639,1
167,36,2/3/94,IL,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,camping,other-relative,1/19/15,Multi-vehicle Collision,Rear Collision,2,Ambulance,NC,Springfield,2756 Britain Hwy,22,3,?,0,0,NO,69680,8710,8710,52260,Mercedes,ML350,2008,Y,69680,7655,1
467,58,1/18/03,IN,500/1000,2000,977.4,0,MALE,Masters,transport-moving,bungie-jumping,own-child,1/3/15,Single Vehicle Collision,Front Collision,3,Fire,NY,Columbus,9360 3rd Drive,2,1,YES,2,3,NO,55700,5570,11140,38990,Nissan,Maxima,2014,N,55700,4368,0
264,47,3/7/05,IN,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,sleeping,other-relative,2/12/15,Multi-vehicle Collision,Front Collision,3,Ambulance,OH,Arlington,1655 Francis Hwy,16,4,YES,1,2,YES,62370,5670,5670,51030,Dodge,Neon,2001,N,62370,3629,1
270,45,8/23/03,OH,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,yachting,not-in-family,2/24/15,Multi-vehicle Collision,Side Collision,3,Other,VA,Columbus,9720 Lincoln Hwy,23,3,?,0,0,YES,54340,9880,0,44460,Saab,92x,2005,N,54340,4203,0
